"csv 출력 버튼","기존 인덱스 변경 시에는 필수적으로 담당자 : [기획팀] 김영은에게 문의 부탁드립니다.
인덱스 변경 시 기획팀에서 사용하는 레이저 테이블에 영향이 갑니다.

새로 추가되는 오브젝트는 되도록이면 밑에서부터 차례대로 추가 부탁드립니다.","","","","","","",""
"---","#PUZObject","#PUZObjectType","#PUZObjectCategory","#PUZObjectColor","#Order","sUPStaticMeshPath","sDownStaticMeshPath","#Description"
"인덱스","퍼즐 오브젝트","퍼즐 오브젝트 타입","퍼즐 오브젝트 유형","퍼즐 오브젝트 색상","순서","윗둥 스태틱 메쉬 경로","밑둥 스태틱 메쉬 경로","설명_시스템 상 무시"
"4010101001",40,"1","01","01","001","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_Start_U.SM_NPUZ_01_Laser_Start_U'","FREE","[고정]퍼즐퀘스트1 레이저 발사체 ▲R"
"4010102002",40,"1","01","02","002","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_Start_U.SM_NPUZ_01_Laser_Start_U'","FREE","[고정]퍼즐퀘스트1 레이저 발사체 ▲G "
"4010103003",40,"1","01","03","003","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_Start_U.SM_NPUZ_01_Laser_Start_U'","FREE","[고정]퍼즐퀘스트1 레이저 발사체 ▲B "
"4010101004",40,"1","01","01","004","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_Start_D.SM_NPUZ_01_Laser_Start_D'","FREE","[고정]퍼즐퀘스트1 레이저 발사체 ▼R"
"4010102005",40,"1","01","02","005","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_Start_D.SM_NPUZ_01_Laser_Start_D'","FREE","[고정]퍼즐퀘스트1 레이저 발사체 ▼G "
"4010103006",40,"1","01","03","006","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_Start_D.SM_NPUZ_01_Laser_Start_D'","FREE","[고정]퍼즐퀘스트1 레이저 발사체 ▼B "
"4010101007",40,"1","01","01","007","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_Start_L.SM_NPUZ_01_Laser_Start_L'","FREE","[고정]퍼즐퀘스트1 레이저 발사체 ◀R"
"4010102008",40,"1","01","02","008","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_Start_L.SM_NPUZ_01_Laser_Start_L'","FREE","[고정]퍼즐퀘스트1 레이저 발사체 ◀G "
"4010103009",40,"1","01","03","009","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_Start_L.SM_NPUZ_01_Laser_Start_L'","FREE","[고정]퍼즐퀘스트1 레이저 발사체 ◀B "
"4010101010",40,"1","01","01","010","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_Start_R.SM_NPUZ_01_Laser_Start_R'","FREE","[고정]퍼즐퀘스트1 레이저 발사체 ▶R"
"4010102011",40,"1","01","02","011","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_Start_R.SM_NPUZ_01_Laser_Start_R'","FREE","[고정]퍼즐퀘스트1 레이저 발사체 ▶G "
"4010103012",40,"1","01","03","012","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_Start_R.SM_NPUZ_01_Laser_Start_R'","FREE","[고정]퍼즐퀘스트1 레이저 발사체 ▶B "
"4010201013",40,"1","02","01","013","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_End_U.SM_NPUZ_01_Laser_End_U'","FREE","[고정]퍼즐퀘스트1 레이저 수신체 △R"
"4010202014",40,"1","02","02","014","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_End_U.SM_NPUZ_01_Laser_End_U'","FREE","[고정]퍼즐퀘스트1 레이저 수신체 △G"
"4010203015",40,"1","02","03","015","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_End_U.SM_NPUZ_01_Laser_End_U'","FREE","[고정]퍼즐퀘스트1 레이저 수신체 △B"
"4010201016",40,"1","02","01","016","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_End_D.SM_NPUZ_01_Laser_End_D'","FREE","[고정]퍼즐퀘스트1 레이저 수신체 ▽R"
"4010202017",40,"1","02","02","017","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_End_D.SM_NPUZ_01_Laser_End_D'","FREE","[고정]퍼즐퀘스트1 레이저 수신체 ▽G"
"4010203018",40,"1","02","03","018","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_End_D.SM_NPUZ_01_Laser_End_D'","FREE","[고정]퍼즐퀘스트1 레이저 수신체 ▽B"
"4010201019",40,"1","02","01","019","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_End_L.SM_NPUZ_01_Laser_End_L'","FREE","[고정]퍼즐퀘스트1 레이저 수신체 ◁R"
"4010202020",40,"1","02","02","020","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_End_L.SM_NPUZ_01_Laser_End_L'","FREE","[고정]퍼즐퀘스트1 레이저 수신체 ◁G"
"4010203021",40,"1","02","03","021","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_End_L.SM_NPUZ_01_Laser_End_L'","FREE","[고정]퍼즐퀘스트1 레이저 수신체 ◁B"
"4010201022",40,"1","02","01","022","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_End_R.SM_NPUZ_01_Laser_End_R'","FREE","[고정]퍼즐퀘스트1 레이저 수신체 ▷R"
"4010202023",40,"1","02","02","023","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_End_R.SM_NPUZ_01_Laser_End_R'","FREE","[고정]퍼즐퀘스트1 레이저 수신체 ▷G"
"4010203024",40,"1","02","03","024","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_End_R.SM_NPUZ_01_Laser_End_R'","FREE","[고정]퍼즐퀘스트1 레이저 수신체 ▷B"
"4010301025",40,"1","03","01","025","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Laser_Relay.SM_NPUZ_01_Laser_Relay'","/Script/Engine.StaticMesh'/Game/Resources/Puzzle/Common/PuzzleSet/NPUZ_01/Meshs/SM_NPUZ_01_Base_Fix.SM_NPUZ_01_Base_Fix'","[고정]퍼즐퀘스트1 레이저 중계체 ⊚R"
